SKILL_20150317_000001	攻击
SKILL_20150714_004369	The number of the skill [Armor TouchUp] will 增加 by 1 每特性等级.
SKILL_20150714_004370	持续时间 of Salad of the skill [Install Food Distribution Table] will 增加 by 1 min 每特性等级.
SKILL_20150714_004371	持续时间 of S以及wich of the skill [Install Food Distribution Table] will 增加 by 1 min 每特性等级.
SKILL_20150714_004372	持续时间 of Soup of the skill [Install Food Distribution Table] will 增加 by 1 min 每特性等级.
SKILL_20150714_004373	持续时间 of Yogurt of the skill [Install Food Distritution Table] will 增加 by 1 每特性等级.
SKILL_20150714_004374	捕捉: 减少 物理防御
SKILL_20150714_004375	While an 敌人 is in [捕捉], 物理防御 will 减少 by 10% 每特性等级.
SKILL_20150714_004376	维修: Service
SKILL_20150714_004377	When you are repairing an equipment with [维修], it could be done with the twice the amount of excess repairing amount for 5% probability.
SKILL_20150714_004378	[Keelhauling] 每特性等级增加 1%伤害.
SKILL_20150714_004379	An 敌人 that was 攻击ed by [Keelhauling] will be in [Bleeding] status for 5 secs. 持续时间 of [Bleeding] 每特性等级增加1秒.
SKILL_20150714_004380	Iron Hook: Chain
SKILL_20150714_004381	Throw [Iron Hook] to maximum 3 敌人 repeatitively. While defeating multiple 敌人 at once, you can't use [Keelhauling].
SKILL_20150714_004382	Robbery: 持续时间
SKILL_20150714_004383	持续时间 of [Robbery] 每特性等级增加1秒.
SKILL_20150714_004384	Phalanx: Slow
SKILL_20150714_004385	When an 敌人's 攻击 gets blocked while in [Phalanx] position, the 敌人 will faill into Slow. 持续时间 of Slow will 增加 by 4 secs 每特性等级.
SKILL_20150714_004386	Tercio: Change Formation
SKILL_20150714_004387	Changing the shape of [Tercio] position. The locations of the number 4 以及 the number 6 will move away from the center.
SKILL_20150714_004388	Crane Wing: Change Formation
SKILL_20150714_004389	Changing the shape of [Crane Wing] Formation. It will be the shape that will lure 敌人 more deep inside.
SKILL_20150714_004390	Schiltron: 治疗ing Time
SKILL_20150714_004391	When you are in [Schiltron] region, HP 恢复 time of the squad members will be reduced by 2 sec 每特性等级.
SKILL_20150714_004392	Testudo: Adapted to move
SKILL_20150714_004393	When you are in [Testudo] position, 移动速度 of your squad members will 减少 by 5% 每特性等级.
SKILL_20150714_004394	[Cyclone] 每特性等级增加 1%伤害.
SKILL_20150714_004395	[Mordschlag] 每特性等级增加 1%伤害.
SKILL_20150714_004396	[Punish] 每特性等级增加 1%伤害.
SKILL_20150714_004397	When you are 攻击ing an 敌人 with [Mordschlag] that is defending with Cloth, 伤害 will be critical.
SKILL_20150714_004398	While using [苦痛屏障], 移动速度 will 增加 by 5% 每特性等级, but Evasion will 减少 by 10% 每特性等级.
SKILL_20150714_004399	[能量矢] 每特性等级增加 1%伤害.
SKILL_20150714_004400	The reflective 伤害 of [反射盾] will 增加 每特性等级 以及 as a result, the amount of shooting 伤害 will 减少.
SKILL_20150714_004401	[Earthquake] 每特性等级增加 1%伤害.
SKILL_20150714_004402	[魔法飞弹] 每特性等级增加 1%伤害.
SKILL_20150714_004403	While [快速咏唱] is being activated, the next 魔法al 伤害 will 增加 by 10%.
SKILL_20150714_004404	催眠: 持续时间
SKILL_20150714_004405	每特性等级延长[催眠]持续时间1秒.
SKILL_20150714_004406	[火球] 每特性等级增加 1%伤害.
SKILL_20150714_004407	[火墙] 每特性等级增加 1%伤害.
SKILL_20150714_004408	[燃烧] 每特性等级增加 1%伤害.
SKILL_20150714_004409	[火柱] 每特性等级增加 1%伤害.
SKILL_20150714_004410	[地狱吐息] 每特性等级增加 1%伤害.
SKILL_20150714_004411	An 敌人 that is shot by [火球] will receive flame 伤害 for 5 secs with 10% probability 每特性等级.
SKILL_20150714_004412	When an ally steps on [火墙], 火 物理攻击 will 增加 by 5 每特性等级 for 5 secs.
SKILL_20150714_004413	An 敌人 that is shot by [地狱吐息] will be pushed behind with 10% probability 每特性等级.
SKILL_20150714_004414	When an 敌人 is near [火焰附魔] range, the 敌人's 火 抗性 will 减少 by 10% for 5 secs.
SKILL_20150714_004415	When equipped with [Staff] type weapon, a character's 火 type 物理攻击 rate will 增加 by 3 每特性等级.
SKILL_20150714_004416	燃烧: Additional 伤害
SKILL_20150714_004417	伤害 of [燃烧] will 增加 by 10 每特性等级 to the 敌人 that are in Cloth defence type.
SKILL_20150714_004418	[冰 Bolt] 每特性等级增加 1%伤害.
SKILL_20150714_004419	[冰枪] 每特性等级增加 1%伤害.
SKILL_20150714_004420	[冰 Blast] 每特性等级增加 1%伤害.
SKILL_20150714_004421	[Snow Rolling] 每特性等级增加 1%伤害.
SKILL_20150714_004422	The probability that the 敌人 that was 攻击ed by [冰 Bolt] turn into [Freezing] 增加 by 10% 每特性等级.
SKILL_20150714_004423	The 敌人 pushed by [Gust] will receive 伤害 50% per 魔法 物理攻击.
SKILL_20150714_004424	When you are equipped with [Rod], a character's 冰 物理攻击 rate will 增加 by 3 每特性等级.
SKILL_20150714_004425	冰 Wall: Cryorite
SKILL_20150714_004426	When [冰 Wall] disappears, Cryorite will be dropped with the probability 1% 每特性等级.
SKILL_20150714_004427	Sub Zero Shield: 持续时间
SKILL_20150714_004428	持续时间 of Freezing that will be applied due to [Sub Zero Shield] 每特性等级增加1秒.
SKILL_20150714_004429	冰 Blast: Additional 伤害
SKILL_20150714_004430	伤害 of [冰 Blast] will be added by 10 每特性等级 to the 敌人 that are Leather Defence type.
SKILL_20150714_004431	Cryomancer: Specialized in Freezing
SKILL_20150714_004432	The 敌人 that are in Freezing due to a skill by Cryomancer will receive 10% additional 伤害 from Lightning 攻击.
SKILL_20150714_004433	[Telekinesis]每特性等级增加 1%伤害.
SKILL_20150714_004434	[Psychic Pressure]每特性等级增加 1%伤害.
SKILL_20150714_004435	[Magnetic Force]每特性等级增加 1%伤害.
SKILL_20150714_004436	Whenever an 敌人 gets shot by [Pshychic Pressure], it will fall into [Stun] for 1 sec with the probability of 10% 每特性等级.
SKILL_20150714_004437	When using [Gravity Pole], Evasion will 增加 by 10% 每特性等级.
SKILL_20150714_004438	The 敌人 that was shot by [Magnetic Force] will fall into [Stun] status for 1 sec with the probability of 5%.
SKILL_20150714_004439	物理防御 rate will 减少 by 5% 每特性等级 for the 敌人 that will be pulled by [Gravity Pole].
SKILL_20150714_004440	Swap: Friendly
SKILL_20150714_004441	[Swap] will be applied to allies 以及 not 敌人.
SKILL_20150714_004442	Hangman's Knot: Add more 伤害
SKILL_20150714_004443	The 敌人 shot by [Hangman's Knot] will receive 20% more 伤害 of the character's 魔法al 伤害 每特性等级.
SKILL_20150714_004444	Life String: Remaining 物理防御
SKILL_20150714_004445	When using [Life String], 10% of 物理防御 will be remained 每特性等级.
SKILL_20150714_004446	每特性等级增加[Spritual Chain]1秒的持续时间.
SKILL_20150714_004447	The 敌人 that will be disconnected by [Unbind] will receive 伤害. 物理攻击 rate will 增加 by 10% of 魔法 物理攻击 rate 每特性等级.
SKILL_20150714_004448	Joint Penalty: Electricity
SKILL_20150714_004449	The 敌人 that received [Joint Penalty] will receive 10% additional 伤害 每特性等级 for Lightning 攻击.
SKILL_20150714_004450	Joint Penalty: Poison
SKILL_20150714_004451	The 敌人 that received [Joint Penalty] will receive 10% additional 伤害 每特性等级 for 毒 攻击.
SKILL_20150714_004452	Joint Penalty: Earth
SKILL_20150714_004453	The 敌人 that received [Joint Penalty] will receive 10% additional 伤害 每特性等级 for Earth 攻击.
SKILL_20150714_004454	The 敌人's 移动速度 will 减少 by 10% whose size got bigger by [Swell Body] 以及 物理 以及 魔法al 物理攻击 rate will 增加 by 5% 每特性等级.
SKILL_20150714_004455	The 敌人's 移动速度 will 增加 by 5% whose size got smaller by [Shrink Body] 以及 物理 以及 魔法al 物理攻击 rate will 减少 by 10% 每特性等级.
SKILL_20150714_004456	Whenever the size of an 敌人 changes by [Swell Body], more 伤害 will be incurred which is 30% of 魔法al 物理攻击 rate 每特性等级.
SKILL_20150714_004457	Whenever the size of an 敌人 changes by [Shrink Body], more 伤害 will be incurred which is 30% of 魔法al 物理攻击 rate 每特性等级.
SKILL_20150714_004458	强化 Left Arm: Specialized in reducing the size
SKILL_20150714_004459	When you 攻击 an 敌人 that is in [Shrink Body] status when [Left Arm 强化ment] is activated, 35 more 伤害 will be incurred 每特性等级.
SKILL_20150714_004460	Left Arm 强化ment: Specialized in amplifying the size
SKILL_20150714_004461	When you 攻击 an 敌人 that is in [Swell Body] when [Left Arm 强化ment] is being activated, the weakened 物理攻击 rate status will continue. 持续时间 

will 增加 by 8 secs 每特性等级 以及 the weakened 物理攻击 rate can be overlapped max 10 times.
SKILL_20150714_004462	Right Arm 强化ment: Dexterity
SKILL_20150714_004463	If you are not equipped with a Sub Weapon,
SKILL_20150714_004464	Transpose: Balance
SKILL_20150714_004465	When using [Transpose], INT 以及 CON will not be changed, but instead their average value will be applied to each of them.
SKILL_20150714_004466	Reversi: Exclusive for Capture
SKILL_20150714_004467	When using [Reversi] the floor of allies will be changed to 敌人'. It will be activated when the 敌人 are nearby.
SKILL_20150714_004468	[Prominence]对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004469	[Hail]对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004470	[Electrocute]对敌人造成的伤害每特性等级增加 1%.
SKILL_20150714_004471	[Meteor]对敌人造成的伤害每特性等级增加 1%.
SKILL_20150714_004472	When using [Electrocute] to the 敌人 that are in [Freezing], 50% additional 伤害 based on 魔法 物理攻击 rate will be dealt 每特性等级.
SKILL_20150714_004473	Whenever an 敌人 gets shot by [Hail], it will fall into [Freezing] with 5% probability 每特性等级.
SKILL_20150714_004474	While charging [Meteor], Evasion will 增加 by 10 每特性等级.
SKILL_20150714_004475	抗性s to 火, 冰, Lightning Properties will 增加 by 5 每特性等级.
SKILL_20150714_004476	Rain: Monsoon
SKILL_20150714_004477	With a certain probability, duratino of [Rain] will be doubled. The probability will 增加 by 5% 每特性等级.
SKILL_20150714_004478	[Summon Spiritual Demon] 每特性等级增加 1%伤害.
SKILL_20150714_004479	When the Spiritual Demon explodes itself from the skill [Summon Spiritual Demon], it will inflict 伤害 on nearby 敌人 with 1% probability 每特性等级

.
SKILL_20150714_004480	A character's SP 恢复 rate will 增加 by 1 每特性等级.
SKILL_20150714_004481	Targeted 攻击: Reduced 冷却时间
SKILL_20150714_004482	冷却时间 of [攻击 Ground] will be reduced.
SKILL_20150714_004483	Hold: Reduced 冷却时间
SKILL_20150714_004484	冷却时间 of [Hold] will be reduced.
SKILL_20150714_004485	Summon Salamion: Ignition
SKILL_20150714_004486	When an 敌人 is 攻击ed by Salamion, it will fall into Flame status for 10 secs with a certain probability. The probability will 增加 by 2% 每特性等级.
SKILL_20150714_004487	Summon Salamion: Blackening
SKILL_20150714_004488	When an 敌人 is 攻击ed by Salamion, it will fall into Darkness status for 10 secs with a certain probability. The probability will 增加 by 2% 每特性等

级.
SKILL_20150714_004489	Critical 物理攻击 occurence will incrase by 5% 每特性等级 with [Quicken] 以及 Evasion will 减少 by 2% 每特性等级.
SKILL_20150714_004490	When an 敌人 inflicted with [Reincarnate] dies 以及 reborn, two 敌人 will appear with 1% probability 每特性等级.
SKILL_20150714_004491	After using [Back Masking], the 敌人 that will be pulled by Aggressive will fall into [Chaos] for 2 secs 每特性等级.
SKILL_20150714_004492	[Gather Corpse] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004493	[Flash Canon] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004494	[Flash Hoop] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004495	When an 敌人 gets shot by [Flash Canon], it will fall into Decay status for 30 secs with a certain probability. The rate will 增加 by 5% 每特性等级.
SKILL_20150714_004496	Create Shoggoth: Decay
SKILL_20150714_004497	The 敌人 near Shoggoth will fall into Decay status for 10 secs. This ability will last for 1 min 每特性等级 after Shoggoth gets summoned.
SKILL_20150714_004498	Disinter: 增加 range
SKILL_20150714_004499	The range of [Disinter] will be 增加d.
SKILL_20150714_004500	[Combustion] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004501	Dig: Reduce 冷却时间
SKILL_20150714_004502	冷却时间 of [Dig] will be reduced.
SKILL_20150714_004503	物理 物理攻击 以及 魔法 物理攻击 will be 增加d for 30 mins for the allies that participated in [Item Awakening] dungeon. 物理攻击 rate will 增加 by 20% 

每特性等级.
SKILL_20150714_004504	Tincturing: Block increasing potion
SKILL_20150714_004505	Obtain the recipe of block increasing potion that can be crafted with [Tincturing].
SKILL_20150714_004506	Tincturing: Critical 物理攻击 increasing potion
SKILL_20150714_004507	Obtain the recipe of Critical 物理攻击 increasing potion that can be crafted with [Tincturing].
SKILL_20150714_004508	Tincturing: 魔法 Amplifying potion
SKILL_20150714_004509	Obtain the recipe of 魔法 Amplification that can be crafted with [Tincturing].
SKILL_20150714_004510	[多重射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004511	[满弦] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004512	[斜射] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004513	[强力射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004514	[二重矢] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004515	[多重射击] 每特性等级增加1%暴击率.
SKILL_20150714_004516	[跪射]状态下每特性等级增加2%暴击率.
SKILL_20150714_004517	当[迅步]启动时, [斜射]每特性等级5%机率使敌人[缓速].
SKILL_20150714_004518	当[迅步]启动时, 每特性等级增加10%暴击率.
SKILL_20150714_004519	物理防御 of the 敌人 that are threaded with [满弦] will 减少 by 2% 每特性等级.
SKILL_20150714_004520	[散射] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004521	[贯通箭] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004522	[暴击射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004523	[定时炸弹箭] 对敌人造成的伤害每特性等级增加 1%.
SKILL_20150714_004524	[弹跳射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004525	The 敌人 that is shot by [散射] will be pushed behind with 10% probability 每特性等级.
SKILL_20150714_004526	The 敌人 that is shot by [弹跳射击] will fall into [Slow] with 10% probability 每特性等级.
SKILL_20150714_004527	螺旋箭: Target for weaknesses
SKILL_20150714_004528	The 攻击 with the effect of [螺旋箭] will be Critical with a certain probability to the 敌人 that are in Armor Break status. The probability will 增

加 by 10% 每特性等级.
SKILL_20150714_004529	[铁蒺藜] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004530	[石弹射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004531	[急速射击] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004532	[拆除]  对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004533	每特性等级增加1秒[铁蒺藜]的持续时间.
SKILL_20150714_004534	When stepped on [铁蒺藜], the target will fall into [Bleeding] with 8% probability 每特性等级.
SKILL_20150714_004535	拆除: 拆除 the sculpture
SKILL_20150714_004536	[拆除] enables you to 拆除 the fragments of Divine Tree.
SKILL_20150714_004537	[扫荡陷阱]  对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004538	[Claymore] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004539	[尖竹钉陷阱] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004540	[Detonate Trap] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004541	[Spike Shooter] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004542	[Victim Bomb] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004543	Tumbleweed of [扫荡陷阱] will be reduced by 0.2 secs 每特性等级 以及 the number of rotations will 减少 by 1 每特性等级.
SKILL_20150714_004544	Splash of [Claymore] will 增加 by 1 每特性等级.
SKILL_20150714_004545	As the 敌人 that was flown to the air by [尖竹钉陷阱] falls down on the ground, it will receive 伤害 equal to 50% of 物理 物理攻击 以及 the 敌人 

nearby will also receive 伤害.
SKILL_20150714_004546	Monsters 攻击ed by [Pointing] will fall into [Fear] with 5% probability per Atttribute level every 3 secs.
SKILL_20150714_004547	物理防御 of the 敌人 that are 攻击ed with [Retrieve] will 减少 by 10 每特性等级.
SKILL_20150714_004548	Monsters in the air that are dropped on the ground by [Snatching] will receive additional 20% 伤害 from 斩击, Hit properties' 攻击 每特性等级.
SKILL_20150714_004549	移动速度 of Companion will 增加 by 5% 每特性等级 with [Praise].
SKILL_20150714_004550	Coursing: Tear up the mind
SKILL_20150714_004551	魔法 物理防御 of the 敌人 that are inflicted with [Coursing] will 减少 by 10 每特性等级.
SKILL_20150714_004552	Hounding: Confusion
SKILL_20150714_004553	敌人 that are discovered while in [Hounding] will be in Confusion with a certain probability. The probability will 增加 by 10% 每特性等级.
SKILL_20150714_004554	[Needle Blow] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004555	[Wugong Gu] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004556	[Throw Gu Pot] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004557	A character whose [Poison] is removed due to [Detoxify] will be immune to [Poison] for 2 secs 每特性等级.
SKILL_20150714_004558	[Wugong Gu]: Infection continues
SKILL_20150714_004559	持续时间 of the infected status of the object which is infected by the host of [Wugong Gu] 每特性等级增加1秒.
SKILL_20150714_004560	Even if an object gets out of the range of [Throw Gu Pot], [Poison] will last for 2 secs 每特性等级.
SKILL_20150714_004561	The Max amount of 毒 that could be stored 增加 by 10 每特性等级 with [Poison Pot].
SKILL_20150714_004562	Jincan Gu: Vitality
SKILL_20150714_004563	Life time of the bugs that are born from [Jincan Gu] with a fixed probability will be doubled. The probability will 增加 by 5% 每特性等级.
SKILL_20150714_004564	[Flu Flu] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004565	[燃烧 Shot] 对敌人造成的伤害 每特性等级增加 1%.
SKILL_20150714_004566	物理 物理攻击 of the allies in the range of [Undistance] will 增加 by 5% 每特性等级.
SKILL_20150714_004567	The number of 敌人 that will be influenced by [Flu Flu] will 增加 by 1 每特性等级.
SKILL_20150714_004568	Camouflage: Jump enabled
SKILL_20150714_004569	Character can jump while in [Camouflage].
SKILL_20150714_004570	Scan: Confusion
SKILL_20150714_004571	The 敌人 that are in the range of [Scan] will fall into Confusion with a certain probability. The probability will 增加 by 10% 每特性等级.
SKILL_20150714_004572	[Vendetta] 对敌人造成的伤害 每特性等级增加 1%.
