ITEM_20150317_000001	空_头盔 
ITEM_20150729_005842	최근에 궁수마스터들이 함께 연구하여 창안한 새로운 활입니다. 신수의 날에 대처하길 바라는 염원이 담겨있습니다.
ITEM_20150729_005843	신수의 날 이후 좋은 나무를 구하기 어려워졌지만, 아직 제작이 어렵지는 않습니다.
ITEM_20150729_005844	연금술을 기반으로 제조되는 무기는 신수의 날 이후에 수요가 많아졋습니다.
ITEM_20150729_005845	방비를 잘 갖춘 적을 노리는 특수한 목적에 부합되도록 만들어졌습니다.
ITEM_20150729_005846	신수의 날 이후 레인저 마스터가 카틴 숲의 몬스터들을 연구하여 그들에게 효과적인 무기를 창안했습니다. 다만 아무나 사용하지 못하게 권고하고 있습니다.
ITEM_20150729_005847	예전에는 파드너들에 한해서 저렴하게 구할 수 있었으나, 신수의 날 이후 그런 시절은 멀리 지나갔습니다.
ITEM_20150729_005848	신수의 날 이후 새로운 몬스터의 출현으로 새로운 무기제작의 가능성도 함께 열렸습니다. 불행중 다행이라 하겠습니다.
ITEM_20150729_005849	원래는 왕실의 인가를 얻은 사제만이 제조하여 지닐 수 있는 장비였으나 신수의 날 이후 그런 제약은 유명무실해졌습니다.
ITEM_20150729_005850	미노타우로스 실드
ITEM_20150729_005851	이 방패의 제작법이 알려진 것은 최근의 일입니다. 신수의 날이 그치면 더 이사 제작하지 못할 수도 있습니다.
ITEM_20150729_005852	신수의 날 이후 많은 제작법들이 몬스터로부터 대체 재료를 찾을 수 있었습니다.
ITEM_20150729_005853	신수의 날 이후에 나무에서 완드의 속성을 강화하는 일이 쉬워졌다고 합니다.
ITEM_20150729_005854	신수의 날 이전에는 마족의 힘을 빌려서까지 이 무기를 사용하는 사람은 없었습니다. 그러나 여신들께서 자취를 감춘 지금 다급한 처지에서 아무 것도 가리지 않는 사람들이 생겼습니다.
ITEM_20150729_005855	소문이지만, 신수의 날 이후 가죽공급이 늘어났다고 합니다.
ITEM_20150729_005856	신수의 날 후 불행 중 다행인 것은 몬스터의 재활용법을 발견했다는 점입니다.
ITEM_20150729_005857	신수의 날 이후 이 장비처럼 새로운 소재의 갑주들이 전통적인 장비를 대체하고 있습니다.
ITEM_20150729_005858	신수의 날 이전만 해도 왕실근위대의 기본 갑주였습니다.
ITEM_20150729_005859	크리오맨서 마스터는 신수의 날 이전인 자신의 취임부터 이 펜던트의 수여 행사를 중단하였습니다. 이제 이 목걸이는 착용자가 직접 만들거나 획득해야 합니다.
ITEM_20150729_005860	신수의 날 이후 몬스터의 능력을 이용하는 새로운 마법물품이 발명되고 있습니다.
ITEM_20150729_005861	- 전기 속성 공격을 받으면 15% 확률로 적에게 405의 마법 공격력으로 전기 충격 효과
ITEM_20150729_005862	예전부터 여러 생물독을 이용하여 제작하였으며 신수의 날 이후에 재료가 더 구하기 쉬워진 편입니다.
ITEM_20150729_005863	신수의 날 이후 부베들이 마족에게서 얻은 비법을 인간 용사들이 탈취하는데 성공하여 세상에 알려지게 되었습니다.
ITEM_20150729_005864	- 식물형 몬스터를 처치 시, 30초동안 식물채집 효과{nl} - 식물채집 효과를 15중첩할 경우 약초류 아이템 드랍
ITEM_20150729_005865	신수의 날 이후 새로운 종들이 나타났고, 대처법을 찾는 일에 공헌한 한 학자의 이름을 따라 지어졌습니다.
ITEM_20150729_005866	- 적이 공격 회피 시, 5초 동안 광기 효과{nl} - 광기 효과를 8중첩할 경우 30초동안 물리 공격력 +235 증가, 이동속도 +10 증가, 물리 방어력 -88 감소
ITEM_20150729_005867	경험치를 +2814 클래스 경험치를 +2166 상승시켜 줍니다. 일정 확률로 경험치를 추가 획득할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20150729_005868	LV3 경험치 카드(폐기)
ITEM_20150729_005869	큐바스 카드
ITEM_20150729_005870	데스위버 카드
ITEM_20150729_005871	유리 조각
ITEM_20150729_005872	쓸모없는 깨진 유리 조각입니다.
ITEM_20150729_005873	콜리멘 꽃
ITEM_20150729_005874	작은 마족의 뿔
ITEM_20150729_005875	사악한 마력을 정화할 수 있다면 매우 좋은 재료가 될 수 있습니다.
ITEM_20150729_005876	고철
ITEM_20150729_005877	형태와 크기가 각기 다른 고철입니다.
ITEM_20150729_005878	대리석 파편
ITEM_20150729_005879	높이 솟은 기둥이었거나 멋진 석상의 일부였을지도 모릅니다.
ITEM_20150729_005880	어디서나 볼 수 있는 작은 돌입니다.
ITEM_20150729_005881	마른 흙
ITEM_20150729_005882	고운 입자를 가지고 있습니다. 식물을 심기에 용이합니다.
ITEM_20150729_005883	진흙
ITEM_20150729_005884	옷에 묻으면 굉장히 난감합니다.
ITEM_20150729_005885	잡초
ITEM_20150729_005886	어디서든지 잘 자라납니다. 왕국의 군대도 잡초 제거에 많은 시간을 투자합니다.
ITEM_20150729_005887	오염된 물
ITEM_20150729_005888	색이 탁하고 이물질이 떠다닙니다. 마시지 않는게 좋습니다.
ITEM_20150729_005889	얼음 조각
ITEM_20150729_005890	주의하지 않으면 금방 녹아버립니다.
ITEM_20150729_005891	도구를 만들기에는 매우 약합니다.
ITEM_20150729_005892	천 조각
ITEM_20150729_005893	급할 때는 붕대대신 사용되기도 합니다.
ITEM_20150729_005894	습하고 어두운 곳에서 자라나는 풀입니다.
ITEM_20150729_005895	조약돌
ITEM_20150729_005896	크기가 작고 둥글둥글한 돌입니다. 강변이나 개울가에서 발견됩니다.
ITEM_20150729_005897	[장착 효과]블럭 성공 시 20% 확률로 10초간 적의 물리, 마법 방어력 50% 감소 효과
ITEM_20150729_005898	큐브 어뮬렛
ITEM_20150729_005899	[장착 효과]넘어트린 대상에게 15% 확률로 15초간 20% 피해 증가
ITEM_20150729_005900	펌킨 어뮬렛
ITEM_20150729_005901	[장착 효과]적을 뒤에서 공격 시 3% 확률로 적의 SP -1096 감소
ITEM_20150729_005902	[장착 효과]HP 10%이하일 때 피격 시 4% 확률로 6초간 HP를 2100 회복
ITEM_20150729_005903	데스모두스의 꼬리침
ITEM_20150729_005904	부서진 르귄가의 인장 조각
ITEM_20150729_005905	르귄가의 인장. 상당히 오래전에 부서져서 일부만 남아있다.
ITEM_20150729_005906	대해적 블라디슬로바스의 부서진 목걸이
ITEM_20150729_005907	찢어진 왕국군의 군단기
ITEM_20150729_005908	왕국 군단의 유실된 군단기. 심하게 훼손되어 어느 군인지 알아볼 수 없다.
ITEM_20150729_005909	과거의 기억을 기록하는 보주
ITEM_20150729_005910	소유자의 기억으로부터 과거를 읽어들이는 신비한 보주.
ITEM_20150729_005911	강한 미련이 느껴지는 유품
ITEM_20150729_005912	죽은 자의 미련이 강하게 느껴지는 유품. 주인이 어떤 사람이었는 지, 언제 죽었는 지, 어떤 일로 죽게 되었는 지는 알 수 없다.
ITEM_20150729_005913	펠타스타 측의 협조를 구하는 댓가로 필요한 재료
ITEM_20150729_005914	파란 수정
ITEM_20150729_005915	묘지기의 횃불
ITEM_20150729_005916	시기스에게 받은 횃불. 시체를 화장시키는데 사용한다.
ITEM_20150729_005917	묘지기의 주술 인형
ITEM_20150729_005918	묘지기의 주술이 담긴 인형.
ITEM_20150730_005919	디오 투 핸드 소드
ITEM_20150730_005920	디오 크로스보우
ITEM_20150730_005921	트레시 스피어
ITEM_20150730_005922	세스타스 파이크
ITEM_20150803_005923	크라우자스 메이스
ITEM_20150803_005924	- 에피지의 추가대미지 보너스가 2회째 공격에 적용
ITEM_20150803_005925	보코르의 힘을 강화시켜주기 위해 고안된 무기입니다. 제조방법이 잊혀졌다고하나 노력끝에 통해 복원할 수 있었습니다.
ITEM_20150803_005926	스태미나를 30 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.
ITEM_20150803_005927	라이마 여신의 계시 중 여신과 마족의 갈등이 기록된 계시를 모은 컬렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.
ITEM_20150803_005928	라이마 여신의 계시 중 세계의 숨겨진 비밀이 담겨 있는 계시를 모은 컬렉션입니다. 마법협회 NPC의 콜렉션창에서 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.
ITEM_20150803_005929	부베족의 혈액에서 채취한 혈청. 바이도타스가 장교에게 부탁한 재료.
ITEM_20150803_005930	위저드 마스터의 연구를 돕기 위한 재료.
ITEM_20150803_005931	크리오맨서 마스터가 수업료 대신 부탁한 재료.
ITEM_20150803_005932	위버 발톱도 모아 놓으면 쓸 데가 있다고 한다.
ITEM_20150803_005933	타락한 인간의 강력한 원이 담긴 첫 번째 영혼석.
ITEM_20150803_005934	타락한 인간의 강력한 원이 담긴 두 번째 영혼석.
ITEM_20150803_005935	타락한 인간의 강력한 원이 담긴 세 번째 영혼석.
ITEM_20150803_005936	분노한 부엉이 조각상이 갖고 있었던 표식.
ITEM_20150803_005937	세콰이아가 난동을 부릴 때 불탄 나뭇가지.
ITEM_20150803_005938	다뉴스의 부대에게 1차적으로 전달될 간이 보급품.
ITEM_20150803_005939	부베들이 사악한 기운을 퍼뜨리기 위해 지니고 있는 주머니.
ITEM_20150803_005940	위조의 결정적인 증거가 될 위조품. 아직 마무리가 남았다.
ITEM_20150803_005941	몬스터의 머리가 들어있는 자루.
ITEM_20150803_005942	몬스터의 몸통이 들어있는 자루.
ITEM_20150803_005943	코델리어가 건네 준 양피지. 흑탄가루는 잘 붙어 있지만 색이 너무 어두워서 글씨가 보이지 않는다.
ITEM_20150803_005944	보코르 인형을 만들 재료.
ITEM_20150803_005945	가시 덩굴을 태울 불씨.
ITEM_20150803_005946	숫돌을 잔뜩 넣을 수 있는 가방.
ITEM_20150803_005947	위기상황에서 적들을 따돌리는데 용이하다. 펑!
ITEM_20150803_005948	적을 도발하는데 탁월한 성능을 가지고 있는 구슬.
ITEM_20150803_005949	대성당 몬스터들의 몸에 잔뜩 붙어 있던 대리석 조각.
ITEM_20150803_005950	플레쳐 마스터가 가르침의 대가로 요구한 석재.
ITEM_20150803_005951	다친 환자를 치료하는데 필요한 약의 재료.
ITEM_20150803_005952	많은 영혼의 원한이 담겨있는 정수.
ITEM_20150803_005953	몽크 마스터가 다짐의 증거로 요구한 송곳니.
ITEM_20150803_005954	피가 뚝뚝 떨어지는 몬스터의 생 고기.
ITEM_20150803_005955	로그 마스터가 준비한 선물
ITEM_20150803_005956	로그 마스터가 스카우트 마스터를 위해 준비한 선물.
ITEM_20150803_005957	초대 플레쳐 마스터의 화살
ITEM_20150803_005958	초대 플레쳐 마스터가 리디아 샤펜에게 만들어주었다는 화살.
ITEM_20150803_005959	전이 틈새를 넘어온 마족에게 남겨진 흔적.
ITEM_20150803_005960	간이 신호탄
ITEM_20150803_005961	별의 탑 단원들이 자신의 위치를 알리기 위해 사용하는 신호탄 입니다.
ITEM_20150803_005962	붉은 잎사귀
ITEM_20150803_005963	신호기 덫을 만들기 위한 재료입니다. 태우면 많은 연기와 함께 밝은 빛을 냅니다.
ITEM_20150803_005964	신호기 덫
ITEM_20150803_005965	간이 신호탄과 동일한 효과를 내며 밝게 빛납니다. 마족 추격자들이 이 빛을 보고 찾아옵니다.
ITEM_20150803_005966	봉인된 책
ITEM_20150803_005967	두껍게 봉인된 책입니다. 가벼운 제질로 만든 것 같습니다.
ITEM_20150803_005968	봉인된 편지봉투
ITEM_20150803_005969	두껍게 봉인된 편지봉투 입니다. 안에 두툼한 무엇인가가 들어있습니다.
ITEM_20150803_005970	록소나 내전 제 1권
ITEM_20150803_005971	록소나 내전 제 2권
ITEM_20150803_005972	어깨 보호대를 만들 수 있는 붉은 케파의 이빨.
ITEM_20150803_005973	몬스터에게서 구한 기름.
ITEM_20150803_005974	석화 탐지기를 수리하러 왔던 병사들의 유품
ITEM_20150803_005975	펠타스타 측의 협조를 구하는 댓가로 필요한 방패의 부품.
ITEM_20150803_005976	교단에서 중요하게 여기는 성물. 사악한 기운이 주변에 감지되면 스스로 모습을 감춘다고 한다.
ITEM_20150803_005977	드루이드들이 의식에 주로 사용한다는 특별한 돌그릇.
ITEM_20150803_005978	수풀
ITEM_20150803_005979	인증표를 만들기 위한 재료
ITEM_20150803_005980	몬스터의 정수
ITEM_20150803_005981	인증표
ITEM_20150803_005982	마법 장치를 안전하게 지나갈 수 있도록 돕는 물건
ITEM_20150803_005983	퀴퀴한 냄새가 나는 서적
ITEM_20150803_005984	과거 루클리스 부대 병사가 사용한 책. 이것 저것 쓰여있다.
ITEM_20150803_005985	많이 훼손된 서적
ITEM_20150803_005986	반지
ITEM_20150803_005987	병사의 유물에서 나온 반지
ITEM_20150804_005988	근력을 키우는데 도움이 됩니다.
ITEM_20150804_005989	벨하이더가 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
