QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150714_008157	금방 모아 오겠다고 한다
QUEST_LV_0200_20150714_008158	잠시 준비가 필요하다고 말한다
QUEST_LV_0200_20150714_008159	중간 보고
QUEST_LV_0200_20150714_008160	다음 상대는 만만하지 않다
QUEST_LV_0200_20150714_008161	녹록치 않은 상대
QUEST_LV_0200_20150714_008162	달콤한 고약(1)
QUEST_LV_0200_20150714_008163	그런 것보다 더욱 급한일이 있다고 한다
QUEST_LV_0200_20150714_008164	달콤한 고약(2)
QUEST_LV_0200_20150714_008165	까칠한 수도사
QUEST_LV_0200_20150714_008166	거스를 설득해 보겠다고 한다
QUEST_LV_0200_20150714_008167	힘의 증명
QUEST_LV_0200_20150714_008168	석연치 않은 이방인
QUEST_LV_0200_20150714_008169	에보니폰의 보호에 대해
QUEST_LV_0200_20150714_008170	살해당한 여행자
QUEST_LV_0200_20150714_008171	다른 이상한 것은 없었는지 묻는다
QUEST_LV_0200_20150714_008172	드러난 마각
QUEST_LV_0200_20150714_008173	왠지 꺼림칙하니 거절한다
QUEST_LV_0200_20150714_008174	수도원장을 만나기 위해
QUEST_LV_0200_20150714_008175	잠시 생각할 시간을 달라고 한다
QUEST_LV_0200_20150714_008176	에보니폰의 추적에 대해
QUEST_LV_0200_20150714_008177	조용한 환경 만들기
QUEST_LV_0200_20150714_008178	몬스터를 처치해 줄 테니 걱정 말라고 한다
QUEST_LV_0200_20150714_008179	충분히 안전해 보인다고 한다
QUEST_LV_0200_20150714_008180	물은 항상 걸러서
QUEST_LV_0200_20150714_008181	응당 도와주겠다고 한다
QUEST_LV_0200_20150714_008182	진입로 청소
QUEST_LV_0200_20150714_008183	수도원 수복 작전(1)
QUEST_LV_0200_20150714_008184	아직 더 준비가 필요하다고 한다
QUEST_LV_0200_20150714_008185	수도원 수복 작전(2)
QUEST_LV_0200_20150714_008186	수도원 수복 작전(3)
QUEST_LV_0200_20150714_008187	출발하자고 한다.
QUEST_LV_0200_20150714_008188	잠시만 숨을 돌리자고 한다.
QUEST_LV_0200_20150714_008189	수도원 수복 작전(4)
QUEST_LV_0200_20150714_008190	기도실 앞에서 만나자고 한다
QUEST_LV_0200_20150714_008191	같이 쉰다
QUEST_LV_0200_20150714_008192	수도원 수복 작전(5)
QUEST_LV_0200_20150714_008193	부름을 위한 준비작업(1)
QUEST_LV_0200_20150714_008194	모하임을 찾겠다고 한다
QUEST_LV_0200_20150714_008195	잠시 숨을 돌리겠다고 한다
QUEST_LV_0200_20150714_008196	부름을 위한 준비작업(2)
QUEST_LV_0200_20150714_008197	위기를 알려라
QUEST_LV_0200_20150714_008198	잠시 멈춰달라고 한다
QUEST_LV_0200_20150714_008199	보호 철회 선언
QUEST_LV_0200_20150714_008200	기다리겠다고 말한다
QUEST_LV_0200_20150714_008201	잠시 논의를 미뤄 달라고 한다
QUEST_LV_0200_20150714_008202	새로운 추격의 시작
QUEST_LV_0200_20150714_008203	에보니폰을 쫓겠다고 한다
QUEST_LV_0200_20150714_008204	머릿수 줄이기
QUEST_LV_0200_20150714_008205	자신도 돕겠다고 한다
QUEST_LV_0200_20150714_008206	실내 청소
QUEST_LV_0200_20150714_008207	실내의 몬스터를 처치해 주겠다고 한다.
QUEST_LV_0200_20150714_008208	안전한 실외로 나가 있으라고 한다.
QUEST_LV_0200_20150714_008209	물건은 제자리에
QUEST_LV_0200_20150714_008210	베르크티 광장에 진입하세요.
QUEST_LV_0200_20150714_008211	아무래도 이 도시는 아무나 출입할 수 없는 곳인 것 같습니다. 왕국군 레티아와 대화하세요
QUEST_LV_0200_20150714_008212	공방 폐허의 몬스터 처치
QUEST_LV_0200_20150714_008213	왕국군 레티아는 대지의 요새로 통하는 길의 정비에 협조에 달라고 합니다. 공방 폐허에 있는 몬스터를 처치하세요.
QUEST_LV_0200_20150714_008214	왕국군 레티아에게 보고
QUEST_LV_0200_20150714_008215	석화 탐지기 확인
QUEST_LV_0200_20150714_008216	왕국군 레티아는 다가올 석화서리를 예측하기 위해 베르크티 광장 곳곳에 설치해둔 석화 탐지기를 확인해 달라고 했습니다.
QUEST_LV_0200_20150714_008217	왕국군 레티아의 요청대로 석화 탐지기를 확인했습니다만, 탐지기의 반응이 심상치 않습니다. 레티아에게 돌아갑시다.
QUEST_LV_0200_20150714_008218	왕국군 레티나는 대광장에 잔재하는 미약한 석화서리를 제거해달라고 했습니다. 석화서리 흡수 스크롤을 사용하여 미약한 석화서리를 발견하면 제거합시다.
QUEST_LV_0200_20150714_008219	석화 탐지기 확인 뒤 스파나스혼 처치
QUEST_LV_0200_20150714_008220	왕국군 레티아는 병사들을 위협하는 스파나스혼을 처치해 달라고 합니다. 구 시장의 석화 탐지기를 확인하여 스파나스혼을 유인한 뒤 처치하세요.
QUEST_LV_0200_20150714_008221	집회장 터의 몬스터 처치
QUEST_LV_0200_20150714_008222	도굴꾼 후베르타스는 자신들이 도굴작업을 할 수 있도록 집회장 터의 몬스터를 처치해달라고 부탁했습니다.
QUEST_LV_0200_20150714_008223	도굴꾼 후베르타스의 요청대로 집회장 터의 몬스터들을 충분히 처치했습니다. 후베르타스에게 돌아가세요.
QUEST_LV_0200_20150714_008224	도굴꾼 후베르타스는 왕국군들에게 넘겨 줄 몬스터의 발톱을 구해와 달라고 요청했습니다.
QUEST_LV_0200_20150714_008225	도굴꾼 후베르타스에게 전달
QUEST_LV_0200_20150714_008226	석화된 장물 훔치기
QUEST_LV_0200_20150714_008227	도굴꾼 후베르타스는 디코 도굴단이 외부에서 가져온 장물들을 가져와 달라고 부탁했습니다. 외벽 진입로에 있는 석화된 장물들을 훔쳐 오세요.
QUEST_LV_0200_20150714_008228	도굴꾼 후베르타스의 요청대로 디코 도굴단의 석화된 장물을 훔쳐왔습니다. 후베르타스에게 돌아갑시다.
QUEST_LV_0200_20150714_008229	대광장 근처의 경비병에게 암호가 새겨진 물병 전달
QUEST_LV_0200_20150714_008230	도굴꾼 후베르타스는 대광장 근처의 경비병들 사이에 숨어있는 도굴꾼 벤자미나스를 찾아보라고 했습니다. 암호가 새겨진 물병을 병사들에게 건내면 벤자미나스가 알아보고 말을 걸거라고 합니다.
QUEST_LV_0200_20150714_008231	경비병들 사이에서 누군가가 부르고 있습니다! 도굴꾼 벤자미나스와 대화해 보세요.
QUEST_LV_0200_20150714_008232	석화된 정원에서 향기나는 돌가루 수집
QUEST_LV_0200_20150714_008233	도굴꾼 벤자미나스는 경비병들의 눈을 피해 동료 도굴꾼들을 통과시키기 위해 병사들을 따돌릴 방법을 말해주었습니다. 석화된 정원의 몬스터들에게서 향나는 돌가루를 수집합시다.
QUEST_LV_0200_20150714_008234	도굴꾼 벤자미나스에게 전달
QUEST_LV_0200_20150714_008235	도굴꾼 벤자미나스의 요청대로 향기나는 돌가루를 수집했습니다. 벤자미나스에게 돌아갑시다.
QUEST_LV_0200_20150714_008236	석화된 정원에서 %s 수집
QUEST_LV_0200_20150714_008237	램베어에게 향기나는 돌가루 묻히기
QUEST_LV_0200_20150714_008238	도굴꾼 벤자미나스는 수집해온 향기나는 돌가루를 대광장의 램베어에게 묻혀서 살티스터를 유인하라고 했습니다.
QUEST_LV_0200_20150714_008239	도굴꾼 벤자미나스의 제안대로 램베어들에게 향기나는 돌가루를 묻혔습니다. 살티스터가 나타나기 전에 다음 계획을 빠르게 실행하기 위해 벤자미나스에게 돌아갑시다.
QUEST_LV_0200_20150714_008240	석화된 도시의 록소나 장터에서 경비병 고프덴이 누군가의 도움을 기다리고 있습니다.
QUEST_LV_0200_20150714_008241	경비병 고프덴은 주변의 몬스터를 처리하고 싶어도 자리를 뜰 수 없다고 합니다. 주변 몬스터들을 처치하여 고프덴의 고충을 해결해 줍시다.
QUEST_LV_0200_20150714_008242	경비병 고프덴에게 보고
QUEST_LV_0200_20150714_008243	왕국군 선발대의 유품 수집
QUEST_LV_0200_20150714_008244	경비병 고프덴은 교역지구와 팔듀오 광장터에서 석화서리에 의해 희생된 선발대의 유품을 거두어 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008245	경비병 고프덴에게 전달
QUEST_LV_0200_20150714_008246	경비병 고프덴의 요청대로 석화된 선발대의 유품을 수집했습니다. 고프덴에게 돌려주러 갑시다.
QUEST_LV_0200_20150714_008247	회복의 기회
QUEST_LV_0200_20150714_008248	반응석 수집
QUEST_LV_0200_20150714_008249	크리오맨서 코스타스는 석화서리 저주를 막을 장치를 연구중이라고 합니다. 코스타스의 연구를 위해 팔라이카이 갈림길의 몬스터들을 처치하여 반응석을 구해 주세요.
QUEST_LV_0200_20150714_008250	크리오맨서 코스타스에게 전달
QUEST_LV_0200_20150714_008251	크리오맨서 코스타스와의 요청대로 몬스터들을 처치하여 반응석을 충분히 수집했습니다. 코스타스에게 전달하세요.
QUEST_LV_0200_20150714_008252	몬스터에게서 %s 획득
QUEST_LV_0200_20150714_008253	반응석 획득
QUEST_LV_0200_20150714_008254	장인의 거리에서 실트의 증표 실험
QUEST_LV_0200_20150714_008255	크리오맨서 코스타스는 장인의 거리에서 실트의 증표를 몬스터에게 실험해달라고 했습니다.
QUEST_LV_0200_20150714_008256	크리오맨서 코스타스의 요청대로 실트의 증표 실험을 성공적으로 마쳤습니다. 코스타스에게 돌아가세요.
QUEST_LV_0200_20150714_008257	석화 탐지기 회수
QUEST_LV_0200_20150714_008258	크리오맨서 코스타스는 실트의 증표를 증폭할 석화 탐지기가 필요하다고 합니다. 팔라이카이 갈림길에 버려져 있는 석화 탐지기 중에 실트의 증표가 반응하는 석화 탐지기를 회수하세요.
QUEST_LV_0200_20150714_008259	적당히 쓸 만한 석화 탐지기를 회수했습니다. 크리오맨서 코스타스에게 가져다 주세요.
QUEST_LV_0200_20150714_008260	적의 적은 몬스터
QUEST_LV_0200_20150714_008261	상업지구에서 벨라스 풀잎 수집
QUEST_LV_0200_20150714_008262	도굴꾼 루돌파스는 몬스터들에게 궤짝을 지키게 할 수 있도록 상업지구 주변에 자생하는 벨라스 풀잎을 수집해 달라고 했습니다.
QUEST_LV_0200_20150714_008263	도굴꾼 루돌파스에게 전달
QUEST_LV_0200_20150714_008264	도굴꾼 루돌파스의 요청대로 벨라스 풀잎을 수집했습니다. 루돌파스에세 돌아갑시다.
QUEST_LV_0200_20150714_008265	게로베 공방 터에서 궤짝 작업
QUEST_LV_0200_20150714_008266	도굴꾼 루돌파스는 게로베 공방터의 아만다 도굴단의 궤짝에 벨라스 풀잎을 짓이겨 발라달라고 부탁했습니다. 벨라스 풀잎을 짓이겨 바르면 몬스터들이 궤짝을 둥지로 착각하여 다른 도굴꾼들로부터 지켜낼 것입니다.
QUEST_LV_0200_20150714_008267	도굴꾼 루돌파스에게 보고
QUEST_LV_0200_20150714_008268	궤짝에 벨라스 풀잎 즙을 전부 발랐습니다. 도굴꾼 루돌파스에게 돌아가세요.
QUEST_LV_0200_20150714_008269	경비병 라일은 주변을 배회하는 몬스터들을 처치해달라고 부탁했습니다.
QUEST_LV_0200_20150714_008270	석화된 병사 지키기
QUEST_LV_0200_20150714_008271	경비병 라일은 루클리스 대광장에서 석화서리에 당한 동료들을 지켜달라고 부탁했습니다. 석화된 병사들을 공격하는 몬스터들을 처치해 주세요.
QUEST_LV_0200_20150714_008272	경비병 라일의 부탁대로 석화서리에 당한 동료들의 마지막을 지켜줬습니다. 라일에게 돌아갑시다.
QUEST_LV_0200_20150714_008273	석화된 병사 보호
QUEST_LV_0200_20150714_008274	훼손된 유물 회수
QUEST_LV_0200_20150714_008275	경비병 노마비스는 크로노맨서 사비나가 부탁한 훼손된 유물을 구해달라고 부탁했습니다. 찾기가 쉽지 않다고 하니 끈기를 가지고 찾아 보세요.
QUEST_LV_0200_20150714_008276	경비병 노마비스에게 전달
QUEST_LV_0200_20150714_008277	경비병 노마비스의 요청대로 훼손된 유물을 찾았습니다. 노마비스에게 돌아갑시다.
QUEST_LV_0200_20150714_008278	훼손된 유품 수집
QUEST_LV_0200_20150714_008279	크로노맨서 사비나는 루클리스 거리에 흩어져있는 대지의 요새 포탈 중 아직 작동 가능한 것이 있을 거라며 확인해 달라고 했습니다. 네 개의 포탈을 모두 확인해 주세요.
QUEST_LV_0200_20150714_008280	군사지구 포탈 주변 몬스터 처치
QUEST_LV_0200_20150714_008281	군사 지구의 포탈 작동
QUEST_LV_0200_20150714_008282	크로노맨서 사비나는 실험을 시작해 달라고 부탁했습니다. 군사지구에 있는 포탈을 작동시키세요.
QUEST_LV_0200_20150714_008283	하구 둑 삼거리 오는 길의 몬스터 처치
QUEST_LV_0200_20150714_008284	부관 한스는 도굴꾼들을 들여와야 하는데 만전을 기해야 한다면서 중심시가 입구에서 하구 둑 삼거리 사이의 몬스터를 처치해 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008285	하구 둑 삼거리에서 광분제 사용
QUEST_LV_0200_20150714_008286	부관 한스는 스테포나스를 들이기 위해 왕국군 경비병을 다른 곳으로 보내고 싶어 합니다. 먼저 광분제를 하구 둑 삼거리의 몬스터에게 사용하세요.
QUEST_LV_0200_20150714_008287	부관 한스의 부탁대로 몬스터에게 광분제를 사용했습니다. 한스에게 돌아갑시다.
QUEST_LV_0200_20150714_008288	물레방앗길 폐허의 경비병 꾀어내기
QUEST_LV_0200_20150714_008289	부관 한스는 하구 둑 삼거리에서 광분제로 날뛰는 몬스터들의 소란을 빌미로 물레방앗길 폐허를 감시 중인 경비병들을 꾀어내 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008290	부관 한스의 요청대로 경비병들의 눈을 돌려 스테포나스가 지나가도록 도와주었습니다. 한스에게 돌아갑시다.
QUEST_LV_0200_20150714_008291	분관 한스는 과거 600년 전에 항복을 권유하기 위해 뿌려진 왕국군의 선전물을 회수해달라고 부탁했습니다. 선전물은 물레방앗간 폐허에 부착되어 있습니다.
QUEST_LV_0200_20150714_008292	부관 한스의 요청대로 600년전에 왕국군이 살포한 선전물을 모두 회수 했습니다. 한스에게 돌아갑시다.
QUEST_LV_0200_20150714_008293	굳은 화약 수집
QUEST_LV_0200_20150714_008294	도굴꾼 스테포나스는 스톤프로스터에게서 서리핵을 꺼내기 위해 폭탄 재료를 수집하자고 제안 했습니다. 주변 몬스터들을 처치하여 굳은 화약을 수집합시다.
QUEST_LV_0200_20150714_008295	도굴꾼 스테포나스의 요청대로 굳은 화약을 충분히 수집했습니다. 스테포나스에게 돌아갑시다.
QUEST_LV_0200_20150714_008296	가공된 폭탄 실험
QUEST_LV_0200_20150714_008297	도굴꾼 스테포나스는 가공된 폭탄을 사용하기 앞서 몬스터에게 실험해달라고 부탁했습니다. 몬스터에게 가공된 폭탄을 던져 보세요.
QUEST_LV_0200_20150714_008298	도굴꾼 스테포나스의 부탁대로 가공된 폭탄이 위력적인지 확인했습니다. 결과는 불안정하여 사용하기 적당하지 않은 것 같습니다. 스테포나스에게 돌아가서 알려줍시다.
QUEST_LV_0200_20150714_008299	끈적이는 체액 수집
QUEST_LV_0200_20150714_008300	도굴꾼 스테포나스는 불안정한 폭탄을 안정화 시키기 위해서 비스카 성소 폐허의 몬스터를 처치하고 끈적이는 체액을 모아와 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008301	도굴꾼 스테포나스에게 전달
QUEST_LV_0200_20150714_008302	도굴꾼 스테포나스의 요청대로 끈적이는 체액을 충분히 모았습니다. 스테포나스에게 돌아갑시다.
QUEST_LV_0200_20150714_008303	도굴꾼 스테포나스는 칼리스 기사단이 부탁한 서리핵을 스톤프로스터를 처치하여 구해달라고 했습니다. 먼저 잠들어 있는 스톤프로스터에게 폭탄을 던져 스톤프로스터를 깨우세요.
QUEST_LV_0200_20150714_008304	도굴꾼 스테포나스가 부탁한 서리핵을 스톤프로스터로부터 구했습니다. 스테포나스에게 돌아갑시다.
QUEST_LV_0200_20150714_008305	스톤프로스터에게 서리핵 획득
QUEST_LV_0200_20150714_008306	코보소 전당 터의 몬스터 처치
QUEST_LV_0200_20150714_008307	빌헬미나 캐리어트는 코보스 전당터의 몬스터들을 처치해 주면 사례를 하겠다고 합니다.
QUEST_LV_0200_20150714_008308	빌헬미나 캐리어트에게 보고
QUEST_LV_0200_20150714_008309	상쾌한 알약 회수
QUEST_LV_0200_20150714_008310	빌헬미나 캐리어트는 석화서리에 당한 병사들에게서 몬스터들이 가져간 기침약을 되찾아와 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008311	어두운 결정 수집
QUEST_LV_0200_20150714_008312	보코르 에디타는 사념체를 이끌어 내어 저주의 원인을 알아내려고 합니다. 사념체를 이끌어 낼 비약을 만들기 위해 비엔티 성채의 몬스터를 처치하고 어두운 결정을 모아와 달라고 부탁했습니다.
QUEST_LV_0200_20150714_008313	보코르 에디타에게 전달
QUEST_LV_0200_20150714_008314	보코르 에디타의 요청대로 어두운 결정을 충분히 수집했습니다. 에디타에게 돌아가세요.
QUEST_LV_0200_20150714_008315	비엔티 성채의 몬스터에게서 % 수집
QUEST_LV_0200_20150714_008316	석화된 병사 해방
QUEST_LV_0200_20150714_008317	비엔티 성채의 향로에 불 피우기
QUEST_LV_0200_20150714_008318	보코르 에디타는 이 도시에 서린 사념들의 이야기를 듣기 위해 비엔티 성채에 설치된 향로의 불을 피워달라고 부탁했습니다.
